id,date,time,day,city,area,area_type,weather,crime_type,risk_score,risk_level,latitude,longitude,narrative
2265,2024-05-11,22:00,Saturday,Pune,Camp,Commercial,Cloudy,Robbery,58.4,Medium,18.5216,73.8556,"An armed robbery incident was reported at a shop in Camp, Pune."
2266,2024-09-11,02:15,Wednesday,Kolkata,Gariahat,Commercial,Clear,Robbery,23.1,Low,22.5488,88.4204,"A chain/bag-snatching robbery was reported on the main road in Gariahat, Kolkata."
2267,2024-08-14,09:15,Wednesday,Kolkata,Salt Lake,Residential,Cloudy,Theft,24.3,Low,22.5467,88.3096,"A shop reported theft of goods overnight in Salt Lake, Kolkata."
2268,2023-12-10,06:30,Sunday,Chennai,Anna Nagar,Commercial,Clear,Theft,41.6,Medium,13.1386,80.233,"A theft case was reported in Anna Nagar, Chennai — a two-wheeler was stolen from a parking area."
2269,2023-12-19,10:15,Tuesday,Kolkata,New Town,Educational,Rainy,Others,16.8,Low,22.6014,88.4111,"A miscellaneous public-nuisance/disturbance case was reported in New Town, Kolkata."
2270,2023-10-17,15:00,Tuesday,Delhi,Lajpat Nagar,Commercial,Foggy,Robbery,69.5,High,28.7177,77.105,"An armed robbery incident was reported at a shop in Lajpat Nagar, Delhi."
2271,2024-09-11,09:15,Wednesday,Kolkata,Behala,Educational,Clear,Theft,14.9,Low,22.6314,88.388,"A pickpocketing incident was reported in a crowded market in Behala, Kolkata."
2272,2023-12-23,21:45,Saturday,Kolkata,Dum Dum,Commercial,Cloudy,Theft,29.7,Low,22.5481,88.3214,"A theft case was reported in Dum Dum, Kolkata — a two-wheeler was stolen from a parking area."
2273,2024-04-11,04:45,Thursday,Ahmedabad,Satellite,Educational,Foggy,Others,39.0,Medium,23.0111,72.5145,"A minor altercation/disturbance was reported near an institution in Satellite, Ahmedabad."
2274,2023-01-24,21:00,Tuesday,Bangalore,Yelahanka,Industrial,Clear,Others,37.4,Medium,13.0221,77.5479,"A miscellaneous public-nuisance/disturbance case was reported in Yelahanka, Bangalore."
2275,2024-06-05,20:45,Wednesday,Bangalore,Hebbal,Educational,Cloudy,Others,47.1,Medium,12.973,77.628,"A miscellaneous public-nuisance/disturbance case was reported in Hebbal, Bangalore."
2276,2024-10-15,13:45,Tuesday,Bangalore,MG Road,Educational,Clear,Others,58.1,Medium,13.0081,77.5466,"A miscellaneous public-nuisance/disturbance case was reported in MG Road, Bangalore."
2277,2023-01-08,15:45,Sunday,Jaipur,Vaishali Nagar,Commercial,Cloudy,Theft,42.8,Medium,26.867,75.8317,"A shop reported theft of goods overnight in Vaishali Nagar, Jaipur."
2278,2023-08-23,04:15,Wednesday,Delhi,Dwarka,Residential,Cloudy,Theft,47.1,Medium,28.6457,77.0758,"A pickpocketing incident was reported in a crowded market in Dwarka, Delhi."
2279,2024-01-02,19:30,Tuesday,Delhi,Saket,Commercial,Clear,Robbery,57.2,Medium,28.7313,77.109,"An armed robbery incident was reported at a shop in Saket, Delhi."
2280,2023-08-22,11:00,Tuesday,Lucknow,Gomti Nagar,Commercial,Clear,Robbery,45.7,Medium,26.7903,80.9886,"An armed robbery incident was reported at a shop in Gomti Nagar, Lucknow."
2281,2024-03-29,04:15,Friday,Chennai,Tambaram,Residential,Cloudy,Robbery,53.0,Medium,13.1342,80.2454,"A chain/bag-snatching robbery was reported on the main road in Tambaram, Chennai."
2282,2024-07-23,01:45,Tuesday,Pune,Shivajinagar,Commercial,Cloudy,Burglary,38.7,Medium,18.4625,73.8054,"Forced entry and burglary was reported at a residence in Shivajinagar, Pune."
2283,2024-12-30,10:15,Monday,Mumbai,Kurla,Educational,Rainy,Assault,49.0,Medium,19.1071,72.9121,"An assault case was reported following an altercation in Kurla, Mumbai."
2284,2024-04-25,17:45,Thursday,Hyderabad,Dilsukhnagar,Commercial,Foggy,Assault,43.0,Medium,17.3405,78.4311,"An assault case was reported following an altercation in Dilsukhnagar, Hyderabad."
2285,2023-01-24,12:15,Tuesday,Jaipur,C Scheme,Residential,Rainy,Burglary,53.7,Medium,26.9295,75.8435,"A house burglary was reported in a residential complex in C Scheme, Jaipur while occupants were away."
2286,2024-11-14,04:00,Thursday,Ahmedabad,Satellite,Educational,Cloudy,Others,48.3,Medium,23.0711,72.5648,"A miscellaneous public-nuisance/disturbance case was reported in Satellite, Ahmedabad."
2287,2023-11-23,10:30,Thursday,Kolkata,Park Street,Educational,Rainy,Others,36.1,Medium,22.5837,88.3406,"A miscellaneous public-nuisance/disturbance case was reported in Park Street, Kolkata."
2288,2023-07-11,18:00,Tuesday,Jaipur,Mansarovar,Educational,Foggy,Assault,58.0,Medium,26.9289,75.81,"A physical assault was reported near a public gathering spot in Mansarovar, Jaipur."
2289,2023-01-16,12:00,Monday,Delhi,Nehru Place,Residential,Clear,Burglary,65.4,Medium,28.673,77.0968,"Forced entry and burglary was reported at a residence in Nehru Place, Delhi."
2290,2023-02-14,02:45,Tuesday,Pune,Shivajinagar,Commercial,Rainy,Robbery,42.3,Medium,18.5716,73.8469,"A chain/bag-snatching robbery was reported on the main road in Shivajinagar, Pune."
2291,2024-08-24,17:00,Saturday,Mumbai,Kurla,Educational,Cloudy,Others,62.5,Medium,19.0774,72.841,"A minor altercation/disturbance was reported near an institution in Kurla, Mumbai."
2292,2024-10-17,19:45,Thursday,Lucknow,Aliganj,Commercial,Rainy,Robbery,43.6,Medium,26.8872,80.9894,"A robbery was reported near Aliganj, Lucknow — valuables snatched from a pedestrian."
2293,2024-06-28,09:15,Friday,Pune,Koregaon Park,Commercial,Cloudy,Burglary,41.0,Medium,18.4813,73.8329,"A house burglary was reported in a residential complex in Koregaon Park, Pune while occupants were away."
2294,2023-03-23,14:15,Thursday,Bangalore,Jayanagar,Commercial,Rainy,Robbery,33.0,Low,12.9412,77.6394,"A chain/bag-snatching robbery was reported on the main road in Jayanagar, Bangalore."
2295,2024-07-01,10:30,Monday,Mumbai,Powai,Commercial,Foggy,Others,38.0,Medium,19.1274,72.8638,"A minor altercation/disturbance was reported near an institution in Powai, Mumbai."
2296,2023-01-16,05:30,Monday,Lucknow,Aminabad,Industrial,Cloudy,Robbery,41.1,Medium,26.9063,80.9117,"A chain/bag-snatching robbery was reported on the main road in Aminabad, Lucknow."
2297,2024-11-22,19:30,Friday,Delhi,Lajpat Nagar,Commercial,Rainy,Robbery,78.3,High,28.654,77.1193,"A robbery was reported near Lajpat Nagar, Delhi — valuables snatched from a pedestrian."
2298,2023-08-20,01:30,Sunday,Jaipur,Bani Park,Residential,Clear,Robbery,69.5,High,26.9046,75.7494,"A chain/bag-snatching robbery was reported on the main road in Bani Park, Jaipur."
2299,2024-03-29,05:00,Friday,Lucknow,Gomti Nagar,Commercial,Foggy,Robbery,40.0,Medium,26.8034,80.9019,"An armed robbery incident was reported at a shop in Gomti Nagar, Lucknow."
2300,2024-04-20,17:15,Saturday,Mumbai,Colaba,Educational,Clear,Assault,49.7,Medium,19.0371,72.8664,"An assault case was reported following an altercation in Colaba, Mumbai."
2301,2024-02-10,07:15,Saturday,Ahmedabad,Navrangpura,Commercial,Rainy,Others,62.1,Medium,22.977,72.5391,"A miscellaneous public-nuisance/disturbance case was reported in Navrangpura, Ahmedabad."
2302,2023-11-06,17:30,Monday,Jaipur,MI Road,Industrial,Clear,Robbery,58.2,Medium,26.8638,75.7975,"A robbery was reported near MI Road, Jaipur — valuables snatched from a pedestrian."
2303,2024-10-20,07:15,Sunday,Lucknow,Indira Nagar,Commercial,Rainy,Robbery,46.6,Medium,26.8452,80.9586,"A robbery was reported near Indira Nagar, Lucknow — valuables snatched from a pedestrian."
2304,2023-07-08,22:30,Saturday,Bangalore,MG Road,Educational,Foggy,Robbery,67.8,High,13.0126,77.5798,"A chain/bag-snatching robbery was reported on the main road in MG Road, Bangalore."
2305,2023-03-07,16:30,Tuesday,Hyderabad,Begumpet,Commercial,Rainy,Robbery,43.1,Medium,17.4123,78.4962,"A chain/bag-snatching robbery was reported on the main road in Begumpet, Hyderabad."
2306,2023-01-01,09:30,Sunday,Delhi,Saket,Commercial,Cloudy,Robbery,53.2,Medium,28.7596,77.1206,"An armed robbery incident was reported at a shop in Saket, Delhi."
2307,2023-10-19,10:45,Thursday,Ahmedabad,Satellite,Educational,Rainy,Assault,46.3,Medium,22.9919,72.5129,"An assault case was reported following an altercation in Satellite, Ahmedabad."
2308,2023-12-28,06:00,Thursday,Lucknow,Alambagh,Residential,Clear,Others,44.5,Medium,26.838,80.9367,"A minor altercation/disturbance was reported near an institution in Alambagh, Lucknow."
2309,2023-12-19,05:45,Tuesday,Pune,Koregaon Park,Commercial,Foggy,Robbery,28.0,Low,18.5295,73.8632,"A chain/bag-snatching robbery was reported on the main road in Koregaon Park, Pune."
2310,2024-07-14,01:45,Sunday,Pune,Shivajinagar,Commercial,Clear,Robbery,51.0,Medium,18.4791,73.8262,"A chain/bag-snatching robbery was reported on the main road in Shivajinagar, Pune."
2311,2024-05-04,20:45,Saturday,Mumbai,Colaba,Educational,Clear,Others,50.2,Medium,19.0919,72.8422,"A miscellaneous public-nuisance/disturbance case was reported in Colaba, Mumbai."
2312,2023-07-23,21:45,Sunday,Delhi,Dwarka,Residential,Clear,Burglary,64.8,Medium,28.6527,77.0591,"Forced entry and burglary was reported at a residence in Dwarka, Delhi."
2313,2024-02-29,07:45,Thursday,Jaipur,Sanganer,Educational,Clear,Others,38.8,Medium,26.9252,75.7504,"A miscellaneous public-nuisance/disturbance case was reported in Sanganer, Jaipur."
2314,2024-04-09,10:15,Tuesday,Bangalore,Whitefield,Industrial,Cloudy,Theft,45.2,Medium,12.9204,77.5518,"A pickpocketing incident was reported in a crowded market in Whitefield, Bangalore."
2315,2024-01-25,19:15,Thursday,Pune,Aundh,Residential,Cloudy,Burglary,42.8,Medium,18.5246,73.8276,"Forced entry and burglary was reported at a residence in Aundh, Pune."
2316,2024-11-30,15:45,Saturday,Jaipur,C Scheme,Residential,Rainy,Burglary,59.2,Medium,26.8933,75.7525,"A house burglary was reported in a residential complex in C Scheme, Jaipur while occupants were away."
2317,2023-04-11,08:00,Tuesday,Bangalore,Koramangala,Residential,Foggy,Theft,54.4,Medium,12.963,77.5697,"A pickpocketing incident was reported in a crowded market in Koramangala, Bangalore."
2318,2024-01-13,02:15,Saturday,Ahmedabad,Vastrapur,Residential,Foggy,Burglary,63.1,Medium,23.0757,72.5379,"A house burglary was reported in a residential complex in Vastrapur, Ahmedabad while occupants were away."
2319,2024-11-19,12:30,Tuesday,Ahmedabad,Paldi,Residential,Foggy,Others,53.4,Medium,22.9937,72.5644,"A minor altercation/disturbance was reported near an institution in Paldi, Ahmedabad."
2320,2023-06-13,05:30,Tuesday,Lucknow,Aminabad,Industrial,Rainy,Assault,48.7,Medium,26.7893,80.935,"An assault case was reported following an altercation in Aminabad, Lucknow."
2321,2024-02-28,18:15,Wednesday,Pune,Koregaon Park,Commercial,Foggy,Robbery,39.0,Medium,18.5005,73.8099,"A chain/bag-snatching robbery was reported on the main road in Koregaon Park, Pune."
2322,2023-05-10,14:45,Wednesday,Bangalore,Hebbal,Educational,Foggy,Others,39.9,Medium,13.0004,77.6189,"A minor altercation/disturbance was reported near an institution in Hebbal, Bangalore."
2323,2023-09-21,21:30,Thursday,Lucknow,Indira Nagar,Commercial,Cloudy,Robbery,42.6,Medium,26.8228,80.9904,"A chain/bag-snatching robbery was reported on the main road in Indira Nagar, Lucknow."
2324,2023-07-10,04:15,Monday,Pune,Koregaon Park,Commercial,Rainy,Robbery,41.8,Medium,18.5785,73.8794,"A chain/bag-snatching robbery was reported on the main road in Koregaon Park, Pune."
2325,2023-12-20,15:45,Wednesday,Bangalore,Jayanagar,Commercial,Cloudy,Burglary,35.0,Medium,12.9466,77.6133,"Forced entry and burglary was reported at a residence in Jayanagar, Bangalore."
2326,2023-08-24,20:15,Thursday,Bangalore,Whitefield,Industrial,Clear,Theft,41.8,Medium,13.0125,77.6478,"A theft case was reported in Whitefield, Bangalore — a two-wheeler was stolen from a parking area."
2327,2024-03-31,20:15,Sunday,Chennai,Adyar,Commercial,Clear,Theft,54.3,Medium,13.0551,80.2184,"A pickpocketing incident was reported in a crowded market in Adyar, Chennai."
2328,2024-03-31,00:45,Sunday,Ahmedabad,Chandkheda,Commercial,Cloudy,Robbery,62.2,Medium,22.9794,72.6149,"A chain/bag-snatching robbery was reported on the main road in Chandkheda, Ahmedabad."
2329,2023-01-05,03:00,Thursday,Kolkata,Gariahat,Commercial,Cloudy,Theft,37.5,Medium,22.5158,88.4178,"A theft case was reported in Gariahat, Kolkata — a two-wheeler was stolen from a parking area."
2330,2024-05-30,08:15,Thursday,Jaipur,Mansarovar,Educational,Foggy,Others,52.8,Medium,26.9568,75.7517,"A miscellaneous public-nuisance/disturbance case was reported in Mansarovar, Jaipur."
2331,2024-11-22,18:45,Friday,Kolkata,Dum Dum,Commercial,Clear,Robbery,37.8,Medium,22.6252,88.3869,"A chain/bag-snatching robbery was reported on the main road in Dum Dum, Kolkata."
2332,2024-10-15,02:15,Tuesday,Kolkata,Dum Dum,Commercial,Foggy,Robbery,25.6,Low,22.5939,88.3767,"An armed robbery incident was reported at a shop in Dum Dum, Kolkata."
2333,2023-01-25,17:30,Wednesday,Kolkata,Howrah,Commercial,Foggy,Theft,28.4,Low,22.5188,88.408,"A theft case was reported in Howrah, Kolkata — a two-wheeler was stolen from a parking area."
2334,2023-04-06,18:15,Thursday,Hyderabad,Madhapur,Industrial,Rainy,Theft,32.6,Low,17.4318,78.4268,"A theft case was reported in Madhapur, Hyderabad — a two-wheeler was stolen from a parking area."
2335,2024-02-05,03:45,Monday,Pune,Viman Nagar,Commercial,Rainy,Robbery,49.1,Medium,18.5433,73.8817,"A robbery was reported near Viman Nagar, Pune — valuables snatched from a pedestrian."
2336,2023-08-10,16:00,Thursday,Jaipur,MI Road,Industrial,Rainy,Robbery,55.0,Medium,26.8862,75.7599,"A robbery was reported near MI Road, Jaipur — valuables snatched from a pedestrian."
2337,2024-01-30,16:30,Tuesday,Pune,Aundh,Residential,Clear,Burglary,31.3,Low,18.4833,73.8728,"A house burglary was reported in a residential complex in Aundh, Pune while occupants were away."
2338,2024-05-03,09:45,Friday,Hyderabad,Banjara Hills,Residential,Rainy,Robbery,33.8,Medium,17.33,78.5034,"A robbery was reported near Banjara Hills, Hyderabad — valuables snatched from a pedestrian."
2339,2024-01-26,09:45,Friday,Kolkata,Esplanade,Commercial,Clear,Assault,28.8,Low,22.5785,88.3082,"An assault case was reported following an altercation in Esplanade, Kolkata."
2340,2024-11-03,03:45,Sunday,Delhi,Vasant Kunj,Educational,Cloudy,Robbery,69.6,High,28.6553,77.0864,"An armed robbery incident was reported at a shop in Vasant Kunj, Delhi."
2341,2023-04-26,02:45,Wednesday,Kolkata,Behala,Educational,Foggy,Burglary,30.0,Low,22.5981,88.3281,"A house burglary was reported in a residential complex in Behala, Kolkata while occupants were away."
2342,2023-03-09,15:00,Thursday,Delhi,Nehru Place,Residential,Rainy,Assault,78.1,High,28.7616,77.0674,"An assault case was reported following an altercation in Nehru Place, Delhi."
2343,2024-10-21,17:00,Monday,Hyderabad,Madhapur,Industrial,Rainy,Theft,38.6,Medium,17.343,78.4711,"A pickpocketing incident was reported in a crowded market in Madhapur, Hyderabad."
2344,2024-08-15,20:15,Thursday,Chennai,Adyar,Commercial,Rainy,Robbery,44.4,Medium,13.0397,80.2669,"A chain/bag-snatching robbery was reported on the main road in Adyar, Chennai."
2345,2024-07-26,01:00,Friday,Ahmedabad,Paldi,Residential,Rainy,Assault,71.4,High,23.0135,72.5772,"An assault case was reported following an altercation in Paldi, Ahmedabad."
2346,2023-01-07,04:30,Saturday,Bangalore,Whitefield,Industrial,Cloudy,Theft,36.2,Medium,12.9331,77.6251,"A pickpocketing incident was reported in a crowded market in Whitefield, Bangalore."
2347,2023-09-19,10:00,Tuesday,Lucknow,Indira Nagar,Commercial,Rainy,Theft,49.4,Medium,26.8065,80.9013,"A shop reported theft of goods overnight in Indira Nagar, Lucknow."
2348,2024-03-12,03:15,Tuesday,Pune,Viman Nagar,Commercial,Clear,Robbery,46.4,Medium,18.4833,73.9065,"A chain/bag-snatching robbery was reported on the main road in Viman Nagar, Pune."
2349,2023-05-09,23:00,Tuesday,Lucknow,Mahanagar,Residential,Foggy,Assault,57.7,Medium,26.8905,80.9876,"A physical assault was reported near a public gathering spot in Mahanagar, Lucknow."
2350,2024-04-11,23:00,Thursday,Ahmedabad,Naranpura,Residential,Clear,Burglary,68.9,High,22.9793,72.5268,"Forced entry and burglary was reported at a residence in Naranpura, Ahmedabad."
2351,2023-07-23,00:00,Sunday,Jaipur,Bani Park,Residential,Clear,Robbery,62.0,Medium,26.8612,75.8266,"A chain/bag-snatching robbery was reported on the main road in Bani Park, Jaipur."
2352,2023-07-18,09:30,Tuesday,Hyderabad,Secunderabad,Residential,Foggy,Burglary,34.1,Medium,17.3312,78.5154,"Forced entry and burglary was reported at a residence in Secunderabad, Hyderabad."
2353,2023-04-07,19:45,Friday,Ahmedabad,Naranpura,Residential,Clear,Burglary,63.3,Medium,23.0195,72.5565,"Forced entry and burglary was reported at a residence in Naranpura, Ahmedabad."
2354,2024-02-17,14:45,Saturday,Pune,Aundh,Residential,Rainy,Burglary,26.8,Low,18.5422,73.8596,"A house burglary was reported in a residential complex in Aundh, Pune while occupants were away."
2355,2023-09-30,00:00,Saturday,Chennai,Guindy,Residential,Rainy,Burglary,60.6,Medium,13.1235,80.3241,"Forced entry and burglary was reported at a residence in Guindy, Chennai."
2356,2024-04-14,19:15,Sunday,Pune,Kothrud,Commercial,Cloudy,Robbery,32.3,Low,18.4695,73.8277,"A chain/bag-snatching robbery was reported on the main road in Kothrud, Pune."
2357,2023-01-22,11:30,Sunday,Bangalore,Yelahanka,Industrial,Foggy,Theft,40.5,Medium,13.0031,77.5747,"A shop reported theft of goods overnight in Yelahanka, Bangalore."
2358,2023-03-26,10:00,Sunday,Lucknow,Gomti Nagar,Commercial,Clear,Robbery,32.8,Low,26.8862,80.9044,"A robbery was reported near Gomti Nagar, Lucknow — valuables snatched from a pedestrian."
2359,2023-05-18,12:30,Thursday,Bangalore,MG Road,Educational,Cloudy,Others,59.6,Medium,13.0208,77.6063,"A miscellaneous public-nuisance/disturbance case was reported in MG Road, Bangalore."
2360,2023-10-23,16:15,Monday,Chennai,Tambaram,Residential,Rainy,Theft,46.6,Medium,13.0451,80.2447,"A pickpocketing incident was reported in a crowded market in Tambaram, Chennai."
2361,2023-09-16,12:15,Saturday,Ahmedabad,Satellite,Educational,Foggy,Burglary,58.5,Medium,22.9965,72.6112,"A house burglary was reported in a residential complex in Satellite, Ahmedabad while occupants were away."
2362,2023-04-04,15:15,Tuesday,Bangalore,Whitefield,Industrial,Foggy,Theft,39.4,Medium,12.9738,77.5718,"A shop reported theft of goods overnight in Whitefield, Bangalore."
2363,2024-08-29,05:45,Thursday,Pune,Viman Nagar,Commercial,Cloudy,Robbery,28.6,Low,18.4645,73.9024,"A chain/bag-snatching robbery was reported on the main road in Viman Nagar, Pune."
2364,2024-07-13,12:00,Saturday,Delhi,Connaught Place,Industrial,Clear,Theft,75.2,High,28.7389,77.0809,"A shop reported theft of goods overnight in Connaught Place, Delhi."
2365,2023-10-14,06:15,Saturday,Bangalore,Electronic City,Commercial,Foggy,Robbery,51.4,Medium,12.9898,77.6222,"A chain/bag-snatching robbery was reported on the main road in Electronic City, Bangalore."
2366,2023-11-24,13:15,Friday,Chennai,Adyar,Commercial,Foggy,Theft,45.9,Medium,13.1303,80.3081,"A theft case was reported in Adyar, Chennai — a two-wheeler was stolen from a parking area."
2367,2023-02-08,18:00,Wednesday,Bangalore,MG Road,Educational,Cloudy,Assault,57.2,Medium,12.9253,77.535,"A physical assault was reported near a public gathering spot in MG Road, Bangalore."
2368,2023-06-27,16:15,Tuesday,Jaipur,MI Road,Industrial,Rainy,Theft,62.1,Medium,26.8926,75.833,"A shop reported theft of goods overnight in MI Road, Jaipur."
2369,2024-09-28,23:15,Saturday,Delhi,Connaught Place,Industrial,Clear,Theft,100.0,High,28.7201,77.0926,"A theft case was reported in Connaught Place, Delhi — a two-wheeler was stolen from a parking area."
2370,2024-02-08,05:00,Thursday,Chennai,Mylapore,Commercial,Clear,Robbery,33.4,Medium,13.0989,80.2731,"An armed robbery incident was reported at a shop in Mylapore, Chennai."
2371,2024-04-14,22:30,Sunday,Lucknow,Alambagh,Residential,Foggy,Burglary,64.7,Medium,26.8961,80.9126,"A house burglary was reported in a residential complex in Alambagh, Lucknow while occupants were away."
2372,2024-11-28,17:15,Thursday,Bangalore,Electronic City,Commercial,Cloudy,Robbery,40.9,Medium,12.9713,77.5589,"An armed robbery incident was reported at a shop in Electronic City, Bangalore."
2373,2023-05-23,03:00,Tuesday,Lucknow,Alambagh,Residential,Rainy,Burglary,52.7,Medium,26.8146,81.006,"Forced entry and burglary was reported at a residence in Alambagh, Lucknow."
2374,2024-02-20,15:45,Tuesday,Bangalore,Koramangala,Residential,Foggy,Theft,52.5,Medium,12.971,77.5824,"A theft case was reported in Koramangala, Bangalore — a two-wheeler was stolen from a parking area."
2375,2024-02-23,07:45,Friday,Jaipur,C Scheme,Residential,Rainy,Burglary,48.2,Medium,26.9,75.8204,"A house burglary was reported in a residential complex in C Scheme, Jaipur while occupants were away."
2376,2023-06-26,18:15,Monday,Ahmedabad,Chandkheda,Commercial,Cloudy,Robbery,54.9,Medium,23.0243,72.5943,"A robbery was reported near Chandkheda, Ahmedabad — valuables snatched from a pedestrian."
2377,2024-04-03,20:45,Wednesday,Lucknow,Indira Nagar,Commercial,Clear,Others,55.2,Medium,26.8257,80.9087,"A miscellaneous public-nuisance/disturbance case was reported in Indira Nagar, Lucknow."
2378,2024-08-17,18:15,Saturday,Ahmedabad,Bapunagar,Residential,Rainy,Robbery,74.8,High,23.0013,72.5861,"An armed robbery incident was reported at a shop in Bapunagar, Ahmedabad."
2379,2024-03-20,10:45,Wednesday,Ahmedabad,Maninagar,Commercial,Foggy,Theft,53.7,Medium,22.9851,72.5782,"A shop reported theft of goods overnight in Maninagar, Ahmedabad."
2380,2023-11-21,00:00,Tuesday,Jaipur,MI Road,Industrial,Rainy,Theft,67.3,High,26.9594,75.821,"A pickpocketing incident was reported in a crowded market in MI Road, Jaipur."
2381,2024-08-08,02:15,Thursday,Ahmedabad,Vastrapur,Residential,Rainy,Burglary,70.5,High,22.9736,72.5753,"A house burglary was reported in a residential complex in Vastrapur, Ahmedabad while occupants were away."
2382,2024-06-22,13:00,Saturday,Mumbai,Kurla,Educational,Clear,Burglary,61.7,Medium,19.0212,72.9039,"A house burglary was reported in a residential complex in Kurla, Mumbai while occupants were away."
2383,2024-08-31,22:15,Saturday,Hyderabad,Dilsukhnagar,Commercial,Foggy,Assault,54.4,Medium,17.3669,78.4823,"An assault case was reported following an altercation in Dilsukhnagar, Hyderabad."
2384,2023-05-25,18:15,Thursday,Chennai,T Nagar,Commercial,Clear,Theft,54.1,Medium,13.0407,80.2867,"A theft case was reported in T Nagar, Chennai — a two-wheeler was stolen from a parking area."
2385,2024-10-02,01:45,Wednesday,Jaipur,Bani Park,Residential,Rainy,Burglary,60.3,Medium,26.8552,75.8067,"Forced entry and burglary was reported at a residence in Bani Park, Jaipur."
2386,2023-06-15,07:15,Thursday,Delhi,Dwarka,Residential,Foggy,Burglary,56.0,Medium,28.7202,77.0444,"A house burglary was reported in a residential complex in Dwarka, Delhi while occupants were away."
2387,2024-05-25,20:15,Saturday,Bangalore,MG Road,Educational,Clear,Others,73.4,High,13.0059,77.6432,"A minor altercation/disturbance was reported near an institution in MG Road, Bangalore."
2388,2024-12-19,18:45,Thursday,Delhi,Rohini,Commercial,Rainy,Burglary,69.1,High,28.7323,77.0771,"A house burglary was reported in a residential complex in Rohini, Delhi while occupants were away."
2389,2024-12-07,02:30,Saturday,Pune,Shivajinagar,Commercial,Rainy,Robbery,49.2,Medium,18.5321,73.9049,"A chain/bag-snatching robbery was reported on the main road in Shivajinagar, Pune."
2390,2023-02-20,23:45,Monday,Ahmedabad,Bapunagar,Residential,Foggy,Burglary,79.0,High,22.999,72.6242,"A house burglary was reported in a residential complex in Bapunagar, Ahmedabad while occupants were away."
2391,2023-03-09,08:45,Thursday,Hyderabad,Madhapur,Industrial,Foggy,Others,39.5,Medium,17.4045,78.477,"A miscellaneous public-nuisance/disturbance case was reported in Madhapur, Hyderabad."
2392,2023-10-31,17:15,Tuesday,Hyderabad,Banjara Hills,Residential,Rainy,Others,42.3,Medium,17.4006,78.5293,"A minor altercation/disturbance was reported near an institution in Banjara Hills, Hyderabad."
2393,2024-02-06,09:30,Tuesday,Chennai,Mylapore,Commercial,Cloudy,Burglary,36.5,Medium,13.1201,80.2674,"Forced entry and burglary was reported at a residence in Mylapore, Chennai."
2394,2023-09-07,05:45,Thursday,Bangalore,Jayanagar,Commercial,Cloudy,Theft,38.3,Medium,12.9477,77.6392,"A shop reported theft of goods overnight in Jayanagar, Bangalore."
2395,2024-07-02,01:30,Tuesday,Kolkata,Esplanade,Commercial,Clear,Theft,38.4,Medium,22.5509,88.311,"A shop reported theft of goods overnight in Esplanade, Kolkata."
2396,2024-06-28,08:45,Friday,Bangalore,Indiranagar,Commercial,Foggy,Assault,44.9,Medium,12.9177,77.5582,"An assault case was reported following an altercation in Indiranagar, Bangalore."
2397,2024-08-03,01:45,Saturday,Lucknow,Indira Nagar,Commercial,Foggy,Robbery,54.8,Medium,26.8955,80.9875,"A chain/bag-snatching robbery was reported on the main road in Indira Nagar, Lucknow."
2398,2024-10-12,11:00,Saturday,Pune,Viman Nagar,Commercial,Cloudy,Robbery,36.9,Medium,18.511,73.8369,"An armed robbery incident was reported at a shop in Viman Nagar, Pune."
2399,2023-02-09,21:15,Thursday,Mumbai,Powai,Commercial,Clear,Robbery,42.8,Medium,19.095,72.9328,"A robbery was reported near Powai, Mumbai — valuables snatched from a pedestrian."
2400,2023-12-18,07:00,Monday,Hyderabad,Banjara Hills,Residential,Cloudy,Burglary,37.5,Medium,17.4176,78.5091,"A house burglary was reported in a residential complex in Banjara Hills, Hyderabad while occupants were away."
2401,2024-09-27,10:15,Friday,Chennai,Porur,Commercial,Clear,Theft,50.7,Medium,13.0348,80.2278,"A shop reported theft of goods overnight in Porur, Chennai."
2402,2023-10-09,05:45,Monday,Pune,Koregaon Park,Commercial,Rainy,Robbery,30.4,Low,18.4921,73.8629,"A chain/bag-snatching robbery was reported on the main road in Koregaon Park, Pune."
2403,2024-11-14,11:00,Thursday,Kolkata,Howrah,Commercial,Clear,Robbery,26.5,Low,22.576,88.3704,"A chain/bag-snatching robbery was reported on the main road in Howrah, Kolkata."
2404,2023-10-27,10:00,Friday,Pune,Hadapsar,Residential,Rainy,Burglary,40.9,Medium,18.4653,73.8691,"A house burglary was reported in a residential complex in Hadapsar, Pune while occupants were away."
2405,2023-11-28,03:00,Tuesday,Lucknow,Indira Nagar,Commercial,Foggy,Burglary,58.2,Medium,26.828,80.9291,"A house burglary was reported in a residential complex in Indira Nagar, Lucknow while occupants were away."
2406,2024-03-03,04:45,Sunday,Ahmedabad,Navrangpura,Commercial,Cloudy,Robbery,53.5,Medium,23.0172,72.5411,"An armed robbery incident was reported at a shop in Navrangpura, Ahmedabad."
2407,2023-05-24,02:30,Wednesday,Kolkata,Salt Lake,Residential,Foggy,Burglary,27.7,Low,22.5992,88.4082,"A house burglary was reported in a residential complex in Salt Lake, Kolkata while occupants were away."
2408,2023-04-14,05:45,Friday,Kolkata,New Town,Educational,Clear,Others,21.1,Low,22.5739,88.3979,"A minor altercation/disturbance was reported near an institution in New Town, Kolkata."
